dataset,id,period,region,channel,device,segment,age,tenure_months,income,balance,visits_7d,visits_30d,dwell_seconds,discount_rate,basket_value,support_tickets,loan_amount,utilization,delinquencies,bureau_score,employment_years,inquiry_count,macro_index,merchant_risk,behavior_score,missingness_flag,decoy_score,target
credit,credit_00167,P3,regional,broker,,near_prime,36,73,5904.69,,,,,,,,11612.94,0.2718,1,556.1,3.6,0,-0.0005,,0.47,0,0.51521,1
credit,credit_00168,P1,industrial,mobile,,prime,56,13,4039.85,,,,,,,,23998.05,0.4107,0,534.9,10.5,1,-0.3333,,0.21382,0,0.28008,1
credit,credit_00169,P3,regional,branch,,near_prime,48,,5296.83,,,,,,,,11107.3,0.2223,0,626.1,5.7,1,0.1694,,0.29279,0,0.32855,0
credit,credit_00170,P3,industrial,broker,,high_yield,50,,5106.27,,,,,,,,27102.38,0.1702,3,503.8,1.3,0,0.1742,,1.0,0,0.76008,1
credit,credit_00171,P2,suburban,branch,,high_yield,74,10,9235.01,,,,,,,,17091.04,0.4621,0,613.6,0.1,0,-0.1949,,0.34189,0,0.39469,0
credit,credit_00172,P1,industrial,broker,,thin_file,41,80,7778.76,,,,,,,,4751.11,0.6887,1,567.3,5.5,0,-0.2686,,0.50041,1,0.56807,1
credit,credit_00173,P3,metro,mobile,,thin_file,34,11,6225.21,,,,,,,,2687.84,0.6482,0,657.9,6.8,1,-1.0753,,0.01354,0,0.0189,0
credit,credit_00174,P2,suburban,branch,,prime,60,3,4700.38,,,,,,,,9931.99,0.7639,1,517.7,0.0,2,0.187,,0.56433,0,0.90988,1
credit,credit_00175,P1,metro,partner,,high_yield,34,20,6591.05,,,,,,,,13962.1,0.3018,1,602.6,6.5,1,0.051,,0.38381,0,0.4887,1
credit,credit_00176,P1,suburban,partner,,thin_file,63,3,4660.42,,,,,,,,22227.22,0.5848,1,584.3,7.0,0,-0.0622,,0.87772,0,1.0,1
credit,credit_00177,P2,regional,partner,,prime,56,,,,,,,,,,23743.25,0.8599,0,,8.8,2,-0.6721,,0.18506,0,0.23512,0
credit,credit_00178,P3,metro,branch,,prime,28,14,3089.76,,,,,,,,9899.24,0.6444,0,,8.6,3,-0.4445,,0.05589,0,0.36768,0
credit,credit_00179,P3,metro,mobile,,near_prime,42,35,4349.56,,,,,,,,26021.16,0.5926,0,630.9,4.1,1,-0.457,,0.62896,0,0.27147,0
credit,credit_00180,P1,metro,broker,,near_prime,61,60,6470.09,,,,,,,,32538.94,0.1417,0,688.6,4.1,0,0.1629,,0.42209,0,0.39601,0
credit,credit_00181,P1,suburban,mobile,,thin_file,36,4,2286.25,,,,,,,,15714.79,0.5723,0,636.5,1.7,0,-0.8076,,0.4868,0,0.83921,0
credit,credit_00182,P2,regional,broker,,prime,50,1,3281.05,,,,,,,,26923.09,0.75,0,610.9,4.3,0,0.1554,,0.76221,0,0.68284,0
credit,credit_00183,P1,industrial,broker,,thin_file,23,36,4213.83,,,,,,,,13649.76,0.5729,2,611.8,11.3,2,-0.4893,,0.73298,1,0.7045,1
credit,credit_00184,P1,suburban,broker,,high_yield,28,42,11129.79,,,,,,,,12013.53,0.2174,0,726.9,3.8,0,0.0327,,0.2358,0,0.0,0
credit,credit_00185,P3,metro,partner,,near_prime,47,30,3951.08,,,,,,,,16062.93,0.1999,1,589.8,11.2,1,0.3757,,0.26274,0,0.35268,0
credit,credit_00186,P3,regional,partner,,near_prime,55,63,8119.29,,,,,,,,23169.9,0.5062,0,630.3,2.7,0,0.2051,,0.50336,0,0.16302,0
credit,credit_00187,P2,regional,partner,,prime,33,1,3314.2,,,,,,,,25558.72,0.3034,1,668.5,9.8,4,0.18,,0.13522,0,0.21705,1
credit,credit_00188,P1,metro,mobile,,thin_file,50,79,2742.68,,,,,,,,12915.75,0.7137,0,640.1,11.0,0,-0.255,,0.62508,0,0.47641,0
credit,credit_00189,P1,regional,branch,,near_prime,52,10,3999.36,,,,,,,,11063.54,0.2724,2,575.0,7.1,1,-0.4143,,0.09948,0,0.4082,0
credit,credit_00190,P2,suburban,broker,,thin_file,46,15,850.0,,,,,,,,18942.86,0.2899,0,661.1,5.3,3,-0.1632,,0.49409,0,0.66754,0
credit,credit_00191,P2,metro,mobile,,prime,55,22,7597.6,,,,,,,,24376.97,0.2414,0,749.1,6.7,0,-0.1356,,0.238,0,0.0135,0
credit,credit_00192,P1,metro,broker,,near_prime,41,30,5343.77,,,,,,,,8307.45,0.7644,0,508.8,7.1,3,0.6185,,0.59884,0,0.83388,1
credit,credit_00193,P3,metro,broker,,prime,33,3,5829.07,,,,,,,,13170.9,0.1856,0,679.9,11.0,0,0.2425,,0.139,0,0.37692,0
credit,credit_00194,P2,suburban,branch,,thin_file,42,11,6197.59,,,,,,,,24131.02,0.7586,0,654.9,13.7,0,-0.3963,,0.4382,0,0.34226,0
credit,credit_00195,P2,suburban,mobile,,prime,49,35,1559.35,,,,,,,,28039.29,0.2493,0,589.6,0.0,0,-0.271,,0.4032,0,0.56143,1
credit,credit_00196,P1,metro,branch,,prime,47,16,6885.05,,,,,,,,11466.14,0.2376,0,689.1,5.9,0,-0.178,,0.0,0,0.01731,0
credit,credit_00197,P3,regional,mobile,,near_prime,39,53,6475.21,,,,,,,,7542.77,0.5384,0,707.2,18.5,1,-0.2446,,0.03879,0,0.11749,0
credit,credit_00198,P1,metro,branch,,prime,49,29,2979.87,,,,,,,,24826.75,0.5584,1,630.8,11.9,1,-0.3984,,0.64857,0,0.20507,0
credit,credit_00199,P1,regional,broker,,prime,22,11,3727.18,,,,,,,,27742.53,0.3813,0,577.8,3.6,3,0.5044,,0.58641,0,0.73003,1
credit,credit_00200,P3,regional,branch,,near_prime,34,3,4123.18,,,,,,,,15444.19,0.0337,1,637.6,12.6,0,-0.3741,,0.0,0,0.39952,0
credit,credit_00201,P2,regional,mobile,,high_yield,19,19,5389.79,,,,,,,,25793.53,0.5084,0,691.7,6.4,3,-0.1161,,0.51958,0,0.57112,1
credit,credit_00202,P2,regional,broker,,near_prime,40,32,1969.05,,,,,,,,20372.82,0.299,0,661.5,11.8,1,-0.3919,,0.39379,0,0.26939,1
credit,credit_00203,P3,regional,broker,,high_yield,59,,,,,,,,,,14791.46,0.3831,0,658.7,6.9,0,0.7621,,0.12711,0,0.66769,0
credit,credit_00204,P2,suburban,mobile,,near_prime,,25,,,,,,,,,700.0,0.6868,1,620.7,0.0,3,-0.2913,,0.67144,0,0.46425,0
credit,credit_00205,P1,regional,mobile,,near_prime,61,42,5803.24,,,,,,,,9253.11,0.3395,0,629.3,9.7,0,-0.3481,,0.00775,0,0.06102,0
credit,credit_00206,P2,suburban,mobile,,near_prime,42,19,5668.61,,,,,,,,27130.57,0.4116,0,566.9,1.7,1,-0.1592,,0.80572,0,0.69889,1
credit,credit_00207,P1,industrial,mobile,,thin_file,51,10,5340.16,,,,,,,,23346.15,0.3046,2,612.6,4.1,0,0.1062,,0.75737,0,0.57428,0
credit,credit_00208,P1,metro,mobile,,prime,53,39,5441.44,,,,,,,,20621.7,0.2221,4,571.8,5.0,0,-0.3967,,0.22413,0,0.93139,1
credit,credit_00209,P3,suburban,broker,,prime,40,13,2564.14,,,,,,,,19820.5,0.5996,0,558.1,4.1,2,-0.3257,,0.7912,0,0.79674,0
credit,credit_00210,P1,suburban,mobile,,near_prime,60,68,5147.55,,,,,,,,25832.51,0.7643,1,635.2,0.0,1,-0.0455,,0.46702,0,0.67918,0
credit,credit_00211,P3,suburban,broker,,near_prime,37,18,3919.03,,,,,,,,11536.77,0.4214,0,680.4,4.5,1,0.2483,,0.27313,0,0.45341,0
credit,credit_00212,P1,regional,branch,,near_prime,53,19,3277.34,,,,,,,,28533.65,0.4616,1,669.5,9.8,0,-0.4164,,0.49306,0,0.09285,0
credit,credit_00213,P2,metro,mobile,,prime,53,1,6122.83,,,,,,,,22140.77,0.5923,2,601.0,9.1,4,0.3955,,0.76291,0,0.62888,1
credit,credit_00214,P1,metro,broker,,thin_file,33,1,3098.78,,,,,,,,9231.51,0.2752,0,686.8,,0,-0.1571,,0.6683,0,0.20035,0
credit,credit_00215,P1,metro,branch,,near_prime,59,49,4383.57,,,,,,,,14843.71,0.3537,0,654.5,8.2,3,-0.2,,0.18734,0,0.32557,0
credit,credit_00216,P1,suburban,branch,,near_prime,43,16,5443.0,,,,,,,,16751.18,0.1636,0,733.9,5.8,1,-0.3301,,0.1439,0,0.22357,0
credit,credit_00217,P3,suburban,broker,,prime,,23,6488.04,,,,,,,,27085.04,0.3854,2,576.9,7.7,1,-0.3922,,0.50727,0,0.52043,1
credit,credit_00218,P2,regional,branch,,thin_file,70,52,5940.73,,,,,,,,18639.92,0.7095,1,593.9,6.8,0,0.1718,,0.64008,0,0.72241,1
credit,credit_00219,P1,suburban,mobile,,thin_file,45,34,5748.59,,,,,,,,10343.09,0.27,1,749.8,8.6,1,0.1403,,0.12745,1,0.15186,0
credit,credit_00220,P3,regional,mobile,,prime,38,25,6425.62,,,,,,,,32551.97,0.4303,0,664.1,10.8,1,-0.0878,,0.07278,0,0.2043,0
credit,credit_00221,P3,suburban,partner,,near_prime,,,3135.45,,,,,,,,28631.96,0.1854,1,598.1,6.5,0,-0.3921,,0.48524,0,0.22308,1
credit,credit_00222,P1,metro,partner,,near_prime,30,5,3612.69,,,,,,,,25726.54,0.432,0,563.4,6.2,1,0.2081,,0.30859,0,0.94277,1
credit,credit_00223,P2,suburban,broker,,prime,49,7,2294.45,,,,,,,,13934.05,0.4329,0,661.4,8.3,1,-0.4435,,0.31084,0,0.32605,0
credit,credit_00224,P2,metro,partner,,near_prime,,11,7243.02,,,,,,,,27016.01,0.4332,0,692.7,2.6,1,0.3235,,0.25107,0,0.42338,0
credit,credit_00225,P3,metro,branch,,prime,61,55,6009.03,,,,,,,,31200.02,0.4191,2,569.4,5.2,0,-0.5661,,0.53104,0,0.33607,1
credit,credit_00226,P1,regional,mobile,,high_yield,42,4,1480.33,,,,,,,,3332.53,0.191,0,731.6,13.3,5,-0.5078,,0.0705,0,0.3835,0
credit,credit_00227,P3,metro,broker,,near_prime,28,24,3168.99,,,,,,,,9921.57,0.2873,0,617.8,11.6,0,-0.0571,,0.0,0,0.35936,0
credit,credit_00228,P3,metro,branch,,high_yield,44,2,5947.6,,,,,,,,17809.57,0.5138,0,628.1,7.5,5,-0.0843,,0.6383,0,0.4504,1
credit,credit_00229,P1,suburban,broker,,prime,42,13,8084.12,,,,,,,,7800.66,0.2473,4,486.7,5.3,0,0.0237,,1.0,0,0.40332,1
credit,credit_00230,P2,industrial,mobile,,near_prime,35,4,6245.05,,,,,,,,24389.17,0.4409,0,600.0,3.1,0,-0.7526,,0.36143,0,0.46733,0
credit,credit_00231,P3,industrial,broker,,thin_file,54,70,4753.14,,,,,,,,16004.42,0.5822,0,693.4,10.9,3,0.1958,,0.10371,0,0.52594,0
credit,credit_00232,P1,metro,branch,,near_prime,28,61,,,,,,,,,7329.2,0.1791,4,474.4,5.1,2,0.6711,,0.50894,0,1.0,1
credit,credit_00233,P2,industrial,mobile,,prime,57,13,5434.84,,,,,,,,17390.62,0.0905,0,768.3,8.5,0,-0.172,,0.0,0,0.3907,0
credit,credit_00234,P1,regional,broker,,prime,56,23,4401.43,,,,,,,,7632.7,0.5439,0,626.9,,0,-0.6432,,0.0,0,0.16715,0
credit,credit_00235,P1,suburban,broker,,high_yield,51,3,4532.84,,,,,,,,23797.73,0.2697,0,687.8,9.0,2,-0.21,,0.22411,0,0.39754,0
credit,credit_00236,P1,regional,partner,,near_prime,48,125,4786.9,,,,,,,,18027.65,0.6522,0,584.9,6.3,2,-0.1266,,0.20397,0,0.45202,1
credit,credit_00237,P2,industrial,partner,,near_prime,39,11,6409.14,,,,,,,,7203.06,0.1787,1,734.1,0.5,0,0.2239,,0.0,0,0.39918,1
credit,credit_00238,P2,metro,broker,,near_prime,44,96,6392.58,,,,,,,,1653.04,0.2895,1,665.8,6.5,1,-0.0943,,0.38719,0,0.01361,0
credit,credit_00239,P2,industrial,branch,,prime,,0,7046.12,,,,,,,,20190.77,0.4321,1,587.9,8.0,4,-0.4692,,0.0,0,0.33989,0
credit,credit_00240,P1,regional,branch,,prime,50,75,4173.11,,,,,,,,25990.21,0.6146,0,626.2,8.3,4,-0.0743,,0.45974,0,0.13929,0
credit,credit_00241,P2,suburban,mobile,,prime,36,43,3960.83,,,,,,,,18460.78,0.4476,0,652.3,2.2,2,0.5541,,0.19164,0,0.37799,0
credit,credit_00242,P1,metro,broker,,near_prime,46,30,4378.23,,,,,,,,23224.8,0.671,0,498.5,0.5,5,-0.171,,0.50289,0,0.87433,0
credit,credit_00243,P1,suburban,branch,,prime,27,12,7244.76,,,,,,,,20035.28,0.0353,0,685.9,4.6,1,-0.435,,0.0072,0,0.0058,0
credit,credit_00244,P2,regional,broker,,high_yield,54,32,3794.64,,,,,,,,16934.08,0.0881,0,699.2,3.8,0,0.3188,,0.15213,0,0.37,0
credit,credit_00245,P1,metro,partner,,near_prime,29,59,9329.36,,,,,,,,4711.43,0.4359,0,658.3,1.6,0,-0.2648,,0.0,0,0.0,1
credit,credit_00246,P2,industrial,mobile,,thin_file,56,20,7836.99,,,,,,,,19385.27,0.3164,0,718.7,,0,-0.8725,,0.32957,0,0.13892,0
credit,credit_00247,P1,industrial,broker,,thin_file,42,58,6895.2,,,,,,,,34762.78,0.6278,4,,3.9,1,-0.1436,,0.93015,1,0.94161,1
credit,credit_00248,P1,regional,partner,,thin_file,38,71,5108.37,,,,,,,,36404.84,0.4782,0,580.3,5.8,2,-0.4956,,0.37554,0,0.70339,0
credit,credit_00249,P1,regional,branch,,thin_file,19,25,3997.51,,,,,,,,10713.77,0.7205,2,561.9,5.4,2,0.4856,,0.62393,0,1.0,0
credit,credit_00250,P1,suburban,branch,,prime,29,8,3744.75,,,,,,,,36259.6,0.8109,0,649.0,12.6,0,0.3714,,0.26675,0,0.36032,0
credit,credit_00251,P2,industrial,branch,,near_prime,44,36,3313.84,,,,,,,,13932.36,0.1064,0,566.7,4.8,1,-0.3483,,0.71232,0,0.0,0
credit,credit_00252,P3,metro,mobile,,near_prime,62,35,5082.64,,,,,,,,16706.15,0.1306,0,612.2,8.6,0,-0.3444,,0.04346,0,0.24269,0
credit,credit_00253,P3,industrial,branch,,near_prime,50,47,6533.72,,,,,,,,16077.85,0.4568,0,713.6,3.2,3,-0.2253,,0.21013,0,0.73816,0
credit,credit_00254,P3,regional,partner,,thin_file,44,3,3960.68,,,,,,,,17094.47,0.5183,1,663.7,5.5,1,-0.4421,,0.37891,0,0.42036,0
credit,credit_00255,P1,regional,mobile,,near_prime,42,15,2105.81,,,,,,,,18589.29,0.3531,2,588.0,10.0,1,-0.9011,,0.8131,0,0.52756,0
credit,credit_00256,P2,metro,partner,,prime,45,43,7767.64,,,,,,,,23450.22,0.4066,0,578.9,0.0,0,-0.0437,,0.20491,0,0.40494,1
credit,credit_00257,P1,metro,branch,,prime,25,,850.0,,,,,,,,23114.08,0.3647,0,618.0,7.6,0,-0.0744,,0.15221,0,0.35441,0
credit,credit_00258,P3,suburban,partner,,thin_file,72,90,4969.2,,,,,,,,20073.04,0.6562,0,588.6,5.7,2,-0.238,,0.4599,1,0.77355,0
credit,credit_00259,P2,metro,partner,,high_yield,31,45,3138.38,,,,,,,,18537.79,0.3795,0,706.5,1.8,5,-0.1753,,0.55954,0,0.85535,1
credit,credit_00260,P2,regional,mobile,,near_prime,22,,4693.01,,,,,,,,12951.39,0.4201,0,686.6,9.4,1,0.1341,,0.29064,0,0.48263,0
credit,credit_00261,P3,industrial,partner,,thin_file,24,,5926.38,,,,,,,,4605.23,0.2502,2,635.6,0.0,1,1.0015,,0.5573,0,0.63102,1
credit,credit_00262,P1,suburban,broker,,prime,39,58,6055.71,,,,,,,,34895.06,0.4135,0,657.4,10.4,1,-0.9423,,0.35995,0,0.30476,0
credit,credit_00263,P3,industrial,broker,,thin_file,58,,4218.26,,,,,,,,7714.64,0.1186,0,702.8,10.9,1,-0.0898,,0.19223,1,0.22596,0
credit,credit_00264,P3,suburban,branch,,near_prime,33,34,8868.47,,,,,,,,9546.38,0.0803,0,,8.6,1,-0.0381,,0.17481,0,0.21621,0
credit,credit_00265,P3,metro,mobile,,near_prime,43,,6296.91,,,,,,,,22507.02,0.3963,0,622.9,,0,-0.2811,,0.1698,0,0.56688,0
credit,credit_00266,P2,regional,mobile,,near_prime,68,10,3954.61,,,,,,,,28837.5,0.4196,0,596.6,4.5,1,0.2365,,0.41014,0,0.6584,1
credit,credit_00267,P2,regional,mobile,,high_yield,58,20,6438.42,,,,,,,,15086.61,0.4903,0,637.6,2.2,0,-0.0627,,0.61983,0,0.37239,1
credit,credit_00268,P3,regional,partner,,prime,44,26,6999.08,,,,,,,,30309.22,0.6931,3,574.3,5.2,0,-0.3323,,0.50901,0,0.78207,1
credit,credit_00269,P1,metro,mobile,,near_prime,36,6,5066.8,,,,,,,,22375.06,0.3792,0,713.6,7.2,1,-0.3592,,0.34633,0,0.19803,0
credit,credit_00270,P1,industrial,broker,,prime,38,14,850.0,,,,,,,,31566.17,0.3003,0,626.7,14.8,1,-0.5204,,0.28764,0,0.46153,1
credit,credit_00271,P3,suburban,mobile,,prime,33,70,5578.44,,,,,,,,13658.6,0.5767,1,577.7,7.0,0,0.5601,,0.3887,0,0.80724,0
credit,credit_00272,P2,industrial,broker,,near_prime,52,102,6424.6,,,,,,,,15812.59,0.3771,0,630.9,6.6,0,-0.1157,,0.24881,0,0.26173,0
credit,credit_00273,P3,regional,partner,,thin_file,49,21,2578.54,,,,,,,,13471.44,0.3545,0,576.2,10.7,2,-0.1896,,0.69287,0,0.73006,1
credit,credit_00274,P2,metro,branch,,near_prime,45,2,6314.94,,,,,,,,24273.85,0.1248,0,573.5,0.5,1,0.254,,0.56484,0,0.28904,0
credit,credit_00275,P3,regional,partner,,near_prime,40,4,5988.52,,,,,,,,26621.03,0.5681,0,620.0,6.5,3,0.1603,,0.48714,0,0.55223,1
credit,credit_00276,P2,metro,mobile,,thin_file,35,30,,,,,,,,,17543.7,0.316,0,655.5,9.9,1,-0.0311,,0.0,0,0.09206,0
credit,credit_00277,P2,metro,partner,,prime,34,33,5799.31,,,,,,,,25546.43,0.6011,0,647.3,3.5,0,0.0654,,0.15896,0,0.0,1
credit,credit_00278,P1,industrial,mobile,,prime,59,14,4279.34,,,,,,,,26836.71,0.5403,1,447.6,9.9,4,-0.0487,,0.79259,0,0.88096,0
credit,credit_00279,P1,metro,mobile,,thin_file,37,5,8165.33,,,,,,,,17884.47,0.174,4,,5.2,1,-0.2471,,0.64737,1,0.70945,1
credit,credit_00280,P1,metro,branch,,prime,37,,4528.93,,,,,,,,8853.98,0.395,0,704.1,6.0,5,0.5997,,0.32362,0,0.1647,0
credit,credit_00281,P1,regional,branch,,thin_file,,12,8036.01,,,,,,,,33903.26,0.1979,0,561.7,7.1,3,0.035,,0.42348,1,0.52111,0
credit,credit_00282,P2,metro,mobile,,high_yield,50,1,3696.3,,,,,,,,20214.86,0.2844,0,604.2,0.6,0,0.8613,,0.9412,0,1.0,1
credit,credit_00283,P3,industrial,mobile,,near_prime,,29,4039.21,,,,,,,,17108.57,0.3924,3,530.0,5.4,1,-0.4211,,0.72557,0,0.81112,1
credit,credit_00284,P3,industrial,branch,,high_yield,23,7,5143.14,,,,,,,,16535.21,0.3662,0,692.4,11.3,0,-0.0609,,0.62739,0,0.07441,0
credit,credit_00285,P2,metro,broker,,prime,48,21,6736.69,,,,,,,,29913.64,0.5909,1,608.9,13.1,1,-0.2512,,0.10596,0,0.6633,0
credit,credit_00286,P2,industrial,branch,,prime,41,57,7210.61,,,,,,,,22800.69,0.365,0,724.9,7.0,2,-0.2102,,0.04639,0,0.31444,0
credit,credit_00287,P3,metro,branch,,near_prime,39,72,5226.95,,,,,,,,18964.85,0.3557,0,640.6,7.8,4,-0.2574,,0.282,0,0.36209,0
credit,credit_00288,P2,regional,broker,,near_prime,25,51,6473.3,,,,,,,,34399.05,0.4862,1,579.0,11.0,1,-0.0096,,0.58369,0,0.48932,1
credit,credit_00289,P3,metro,partner,,thin_file,49,37,2749.46,,,,,,,,28214.7,0.4682,0,613.2,3.3,3,-0.7232,,0.59723,0,0.91906,1
credit,credit_00290,P2,metro,partner,,high_yield,51,31,5553.76,,,,,,,,15242.96,0.1366,0,640.8,6.6,0,0.0239,,0.0,0,0.14547,0
credit,credit_00291,P3,regional,broker,,near_prime,40,26,4639.6,,,,,,,,27354.76,0.3106,3,612.0,5.3,1,0.1541,,1.0,0,0.83861,0
credit,credit_00292,P2,metro,branch,,prime,44,63,7035.02,,,,,,,,7129.94,0.4511,1,656.2,6.9,0,0.1402,,0.15319,0,0.21854,0
credit,credit_00293,P3,suburban,mobile,,prime,63,60,4313.86,,,,,,,,20008.99,0.4805,0,730.4,12.8,1,-0.0284,,0.24536,0,0.12135,0
credit,credit_00294,P1,metro,branch,,prime,56,,8208.67,,,,,,,,26205.19,0.3529,1,606.4,0.0,0,0.35,,0.31623,0,0.10119,0
credit,credit_00295,P2,suburban,broker,,prime,29,52,5370.85,,,,,,,,9847.4,0.5915,0,572.7,2.8,3,-0.2413,,0.33185,0,0.36931,0
credit,credit_00296,P1,suburban,mobile,,near_prime,36,125,3940.76,,,,,,,,14799.54,0.8888,1,634.1,5.1,3,0.0149,,0.43618,0,0.5931,1
credit,credit_00297,P3,industrial,branch,,prime,39,69,5975.04,,,,,,,,19126.31,0.269,1,686.5,8.5,0,-0.6079,,0.11267,0,0.13643,0
credit,credit_00298,P1,metro,branch,,near_prime,63,17,3138.3,,,,,,,,21554.96,0.1134,0,614.9,6.7,0,0.2623,,0.07304,0,0.46158,0
credit,credit_00299,P3,regional,partner,,high_yield,49,1,3681.02,,,,,,,,36579.75,0.1271,0,645.7,8.3,3,0.3746,,0.8123,0,0.63206,0
credit,credit_00300,P1,metro,mobile,,near_prime,50,,7212.2,,,,,,,,13616.76,0.8849,0,589.8,0.0,3,-0.0433,,0.86926,0,0.72856,1
credit,credit_00301,P2,suburban,broker,,prime,51,13,2729.16,,,,,,,,25571.6,0.2346,0,700.1,6.8,1,0.4009,,0.16325,0,0.18456,1
credit,credit_00302,P2,regional,partner,,near_prime,44,47,4966.18,,,,,,,,18571.78,0.6391,0,660.0,8.8,1,0.546,,0.41182,0,0.34767,0
credit,credit_00303,P3,regional,broker,,near_prime,37,4,1410.42,,,,,,,,38457.19,0.4919,0,594.5,9.8,4,-0.0676,,0.69193,0,0.92302,1
credit,credit_00304,P1,suburban,mobile,,prime,59,,3255.2,,,,,,,,18068.24,0.5685,0,577.3,5.8,3,-0.0444,,0.72236,0,0.39216,0
credit,credit_00305,P1,metro,mobile,,prime,56,35,1969.6,,,,,,,,19058.04,0.5193,0,574.0,4.7,2,0.1734,,0.43475,0,0.40719,0
credit,credit_00306,P2,suburban,broker,,high_yield,19,26,2600.9,,,,,,,,7506.0,0.2121,0,667.1,6.7,5,-0.2836,,0.48448,0,0.50711,1
credit,credit_00307,P3,suburban,broker,,prime,41,108,7842.94,,,,,,,,34351.62,0.4043,0,,5.6,0,-0.0001,,0.46979,0,0.0,0
credit,credit_00308,P3,metro,branch,,near_prime,37,1,3950.87,,,,,,,,10430.63,0.6854,4,522.7,1.5,1,0.0053,,0.82805,0,1.0,1
credit,credit_00309,P3,metro,mobile,,near_prime,56,12,5540.27,,,,,,,,24095.91,0.3191,0,639.0,10.9,1,0.033,,0.18119,0,0.41925,0
credit,credit_00310,P2,suburban,partner,,near_prime,36,12,3574.26,,,,,,,,27981.75,0.8086,3,,7.9,1,-0.8459,,0.92259,0,0.98867,1
credit,credit_00311,P1,suburban,branch,,near_prime,40,15,2885.37,,,,,,,,5426.96,0.5643,0,626.9,6.2,0,-0.1682,,0.46641,0,0.11818,0
credit,credit_00312,P1,metro,mobile,,near_prime,46,52,3549.4,,,,,,,,12464.74,0.321,0,683.2,8.6,2,-0.155,,0.19292,0,0.14198,0
credit,credit_00313,P3,regional,mobile,,thin_file,59,94,5825.72,,,,,,,,17706.34,0.4914,3,,3.6,2,0.2507,,0.70427,0,0.70452,0
credit,credit_00314,P1,regional,branch,,near_prime,63,,,,,,,,,,13820.39,0.8789,2,550.6,7.1,0,0.2333,,0.7382,0,0.81085,1
credit,credit_00315,P2,regional,broker,,near_prime,28,17,5518.12,,,,,,,,20352.65,0.5635,0,659.2,2.0,0,-0.301,,0.27921,0,0.40248,0
credit,credit_00316,P2,suburban,broker,,prime,35,0,5067.58,,,,,,,,18291.59,0.1673,0,669.2,3.8,2,-0.4104,,0.1435,0,0.16494,0
credit,credit_00317,P1,suburban,branch,,near_prime,53,1,6898.66,,,,,,,,25971.91,0.4905,0,631.4,2.7,0,-0.3771,,0.41029,0,0.31317,0
credit,credit_00318,P2,metro,mobile,,thin_file,38,48,3913.44,,,,,,,,15722.39,0.7453,0,666.3,6.3,2,0.2455,,0.67895,0,0.4812,1
credit,credit_00319,P2,metro,mobile,,high_yield,34,15,6902.51,,,,,,,,26049.55,0.3869,0,655.2,0.0,0,0.3657,,0.42927,0,0.45173,1
credit,credit_00320,P2,suburban,broker,,thin_file,24,2,4341.24,,,,,,,,24381.21,0.3382,0,639.9,2.5,1,0.4316,,0.90476,0,0.6749,0
credit,credit_00321,P2,regional,mobile,,high_yield,42,116,3677.5,,,,,,,,21665.0,0.2745,3,642.8,0.8,4,0.1458,,0.73641,0,1.0,1
credit,credit_00322,P2,suburban,mobile,,near_prime,52,23,,,,,,,,,15652.04,0.3958,2,639.5,9.2,0,0.5915,,0.58696,0,0.43088,1
credit,credit_00323,P2,regional,branch,,near_prime,51,65,4029.79,,,,,,,,4633.18,0.0351,0,549.9,,0,-0.2715,,0.0,0,0.12682,0
credit,credit_00324,P3,industrial,mobile,,prime,51,38,1919.28,,,,,,,,33238.06,0.6391,0,664.7,3.7,0,-0.0489,,0.60243,0,0.97398,0
credit,credit_00325,P3,metro,broker,,prime,45,3,8048.48,,,,,,,,21680.94,0.5972,0,632.3,1.6,1,-0.1149,,0.40037,0,0.86911,0
credit,credit_00326,P3,regional,branch,,near_prime,43,31,5952.31,,,,,,,,7568.42,0.5599,0,589.1,8.6,1,0.3469,,0.23693,0,0.36164,0
credit,credit_00327,P2,regional,mobile,,prime,31,4,4750.56,,,,,,,,700.0,0.6117,3,559.5,6.0,2,0.3258,,1.0,0,0.78014,0
credit,credit_00328,P2,regional,branch,,prime,51,18,2385.22,,,,,,,,20002.97,0.2627,1,585.4,0.0,2,0.7017,,0.31179,0,0.90811,1
credit,credit_00329,P2,industrial,branch,,near_prime,57,14,7117.33,,,,,,,,21377.88,0.0575,0,767.1,7.8,0,-0.5124,,0.0,0,0.49195,0
credit,credit_00330,P2,regional,mobile,,prime,48,29,5614.1,,,,,,,,26769.0,0.1581,0,573.4,8.8,3,-0.1362,,0.28801,0,0.43751,1
credit,credit_00331,P2,metro,branch,,prime,50,9,7472.21,,,,,,,,7936.49,0.1822,2,623.7,8.1,0,-0.2997,,0.0,0,0.0,0
credit,credit_00332,P1,regional,broker,,near_prime,19,29,4016.98,,,,,,,,8287.75,0.3751,0,614.1,5.3,3,0.2509,,0.57127,0,0.22237,1
credit,credit_00333,P2,regional,partner,,near_prime,19,62,4642.42,,,,,,,,15459.45,0.4302,0,626.6,0.5,0,-0.4162,,0.47704,0,0.03384,0
credit,credit_00334,P2,industrial,mobile,,prime,56,11,,,,,,,,,13844.8,0.6151,0,632.4,,0,-0.7762,,0.0,0,0.16429,0
credit,credit_00335,P2,industrial,branch,,high_yield,42,25,,,,,,,,,1875.96,0.2061,0,662.3,0.9,5,0.0016,,0.44216,0,0.47462,0
