dataset,id,period,region,channel,device,segment,age,tenure_months,income,balance,visits_7d,visits_30d,dwell_seconds,discount_rate,basket_value,support_tickets,loan_amount,utilization,delinquencies,bureau_score,employment_years,inquiry_count,macro_index,merchant_risk,behavior_score,missingness_flag,decoy_score,target
conversion,conversion_00443,P1,metro,email,ios,standard,44.0,3.0,6831.45,,11.0,47.0,67.35,0.1429,284.37,0.0,,,,,,,,0.4312,0.96655,0,0.88053,1
conversion,conversion_00417,P1,suburban,search,android,value,54.0,2.0,,3322.48,11.0,12.0,116.83,0.0954,66.36,0.0,,,,,,,,0.5501,0.81275,1,0.8246,0
conversion,conversion_00409,P3,metro,affiliate,desktop,premium,18.0,57.0,2683.74,2135.17,15.0,36.0,62.55,0.0118,118.98,0.0,,,,,,,,0.2445,0.77997,0,0.69039,1
conversion,conversion_00671,P3,metro,search,tablet,new,27.0,43.0,5105.27,3399.8,1.0,46.0,184.45,0.2254,33.29,0.0,,,,,,,,0.2836,0.62819,0,0.85403,1
conversion,conversion_00312,P2,metro,social,desktop,new,30.0,36.0,4782.37,5464.35,2.0,21.0,183.11,0.2759,61.49,1.0,,,,,,,,0.2931,0.67099,0,0.57367,0
conversion,conversion_00609,P1,island,direct,tablet,value,18.0,12.0,1200.0,,6.0,26.0,86.75,0.1594,48.25,2.0,,,,,,,,0.3916,0.38352,0,0.40378,0
conversion,conversion_00440,P2,suburban,direct,ios,new,31.0,6.0,2136.22,2951.61,5.0,49.0,187.66,0.3097,62.56,3.0,,,,,,,,0.5319,0.75729,0,0.5919,1
conversion,conversion_00314,P2,metro,email,ios,value,23.0,82.0,,3220.33,15.0,23.0,173.24,0.1099,30.19,2.0,,,,,,,,0.4508,0.83911,0,0.71591,0
conversion,conversion_00425,P2,metro,search,desktop,standard,37.0,3.0,6340.25,,3.0,21.0,151.63,0.2312,79.94,1.0,,,,,,,,0.5891,0.51578,0,0.48881,1
conversion,conversion_00388,P2,suburban,search,ios,premium,19.0,42.0,6515.55,4473.5,6.0,25.0,600.93,0.0892,133.27,3.0,,,,,,,,0.251,0.74301,0,0.91266,1
conversion,conversion_00105,P1,metro,direct,android,standard,22.0,35.0,4844.78,,14.0,14.0,244.92,0.2178,66.63,2.0,,,,,,,,0.3521,0.77465,1,0.96761,1
conversion,conversion_00754,P1,island,search,desktop,value,24.0,,5412.81,9045.32,1.0,38.0,100.93,0.1786,21.75,0.0,,,,,,,,0.1711,0.54189,0,0.32623,0
conversion,conversion_00053,P1,suburban,search,android,value,36.0,23.0,,5910.24,8.0,44.0,,0.2266,30.96,1.0,,,,,,,,0.6445,0.72886,1,0.889,0
conversion,conversion_00134,P3,island,affiliate,android,value,33.0,11.0,6549.71,3006.41,8.0,15.0,80.11,0.2045,255.62,0.0,,,,,,,,0.42,0.57731,0,0.66848,0
conversion,conversion_00717,P3,island,email,android,new,37.0,21.0,7100.24,4339.95,14.0,53.0,233.87,0.1512,23.73,3.0,,,,,,,,0.1494,0.67723,0,0.56862,1
conversion,conversion_00592,P3,metro,email,desktop,premium,33.0,9.0,2713.57,1280.62,10.0,40.0,87.77,0.2249,49.61,2.0,,,,,,,,0.0961,0.92751,0,0.68969,1
conversion,conversion_00716,P1,metro,direct,android,new,18.0,2.0,4764.2,5795.97,10.0,54.0,39.28,0.0825,30.18,1.0,,,,,,,,0.4246,0.53413,1,0.66902,1
conversion,conversion_00539,P1,regional,social,tablet,standard,36.0,19.0,1613.14,2373.24,2.0,47.0,152.11,0.3998,66.18,1.0,,,,,,,,0.3269,0.50861,0,0.51632,0
conversion,conversion_00883,P1,regional,direct,android,standard,33.0,3.0,5290.13,7238.46,9.0,16.0,79.19,0.2514,57.82,1.0,,,,,,,,0.5189,0.65758,0,0.42246,0
conversion,conversion_00337,P1,metro,search,desktop,value,35.0,25.0,3995.75,4972.82,0.0,8.0,76.38,0.0307,86.12,2.0,,,,,,,,0.3726,0.43437,0,0.45001,1
conversion,conversion_00224,P3,metro,search,tablet,premium,18.0,66.0,6410.62,4842.1,15.0,61.0,177.84,0.2778,89.07,1.0,,,,,,,,0.1556,0.95795,0,1.0,1
conversion,conversion_00545,P3,suburban,search,ios,standard,46.0,2.0,2874.68,3871.06,1.0,7.0,166.47,0.2417,33.71,0.0,,,,,,,,0.2232,0.64764,0,0.53385,0
conversion,conversion_00504,P2,suburban,email,tablet,standard,54.0,9.0,2371.88,1094.41,9.0,36.0,44.96,0.4054,11.36,0.0,,,,,,,,0.6854,0.64354,0,0.4397,0
conversion,conversion_00825,P3,metro,search,android,premium,36.0,53.0,4943.38,4141.09,5.0,23.0,41.77,0.5458,211.99,0.0,,,,,,,,0.4386,0.75442,1,0.86748,0
conversion,conversion_00001,P1,suburban,social,desktop,standard,31.0,15.0,4527.04,,14.0,51.0,103.32,0.2107,47.12,0.0,,,,,,,,0.3174,0.64121,0,0.65692,1
conversion,conversion_00877,P3,regional,search,tablet,new,49.0,10.0,4650.05,2280.81,14.0,40.0,30.36,0.3055,10.21,1.0,,,,,,,,0.0999,0.47311,0,0.49875,1
conversion,conversion_00078,P1,island,direct,desktop,new,36.0,57.0,3881.28,4031.58,14.0,23.0,84.36,0.0285,25.29,0.0,,,,,,,,0.0636,0.64526,0,0.6335,1
conversion,conversion_00155,P1,metro,social,desktop,standard,43.0,,4171.66,5245.9,2.0,20.0,91.94,0.2025,47.94,2.0,,,,,,,,0.3046,0.51915,0,0.51458,0
conversion,conversion_00880,P1,island,affiliate,desktop,new,22.0,24.0,4656.21,5280.59,12.0,54.0,321.74,0.1605,40.87,0.0,,,,,,,,0.2311,0.66599,0,0.87577,1
conversion,conversion_00698,P2,regional,social,tablet,value,57.0,83.0,6821.95,3856.21,8.0,45.0,136.43,0.4906,59.1,3.0,,,,,,,,0.275,0.58368,0,0.64911,1
conversion,conversion_00203,P2,suburban,affiliate,android,premium,55.0,12.0,6785.41,5991.41,0.0,44.0,85.59,0.1108,40.51,1.0,,,,,,,,0.5016,0.45975,0,0.61203,1
conversion,conversion_00235,P3,suburban,affiliate,tablet,value,30.0,81.0,6268.31,5731.05,13.0,47.0,120.99,0.2216,106.82,0.0,,,,,,,,0.5004,0.755,0,1.0,1
conversion,conversion_00163,P1,island,direct,desktop,premium,44.0,22.0,5557.98,2516.18,11.0,26.0,54.03,0.1381,180.18,0.0,,,,,,,,0.423,0.78144,0,0.85179,1
conversion,conversion_00523,P3,metro,affiliate,android,standard,30.0,17.0,4953.78,2126.13,11.0,29.0,189.11,0.0905,86.16,0.0,,,,,,,,0.2018,0.77944,0,1.0,1
conversion,conversion_00057,P3,island,social,android,new,44.0,4.0,2433.16,,12.0,57.0,261.91,0.2151,98.73,1.0,,,,,,,,0.1776,0.47954,0,0.85869,1
conversion,conversion_00035,P1,metro,search,android,premium,36.0,47.0,5662.59,3864.4,12.0,40.0,194.79,0.3553,72.43,0.0,,,,,,,,0.4212,0.86702,1,1.0,1
conversion,conversion_00385,P2,metro,affiliate,android,premium,40.0,11.0,6037.52,8691.53,10.0,31.0,95.41,0.0517,67.26,1.0,,,,,,,,0.2477,0.84348,0,0.93793,1
conversion,conversion_00006,P2,suburban,email,android,new,30.0,2.0,2920.64,3426.2,15.0,27.0,25.64,0.0931,34.24,0.0,,,,,,,,0.2622,0.99016,0,0.50511,0
conversion,conversion_00705,P3,metro,search,tablet,value,25.0,60.0,5926.21,5441.96,7.0,21.0,137.06,0.2596,36.74,0.0,,,,,,,,0.4588,0.76584,0,0.5485,0
conversion,conversion_00897,P3,regional,email,desktop,new,33.0,,,2411.37,11.0,25.0,88.32,0.176,100.78,0.0,,,,,,,,0.3311,0.72319,0,0.90408,1
conversion,conversion_00114,P2,suburban,search,ios,value,33.0,15.0,2703.8,2861.62,11.0,50.0,114.02,0.2516,46.93,0.0,,,,,,,,0.0847,0.98334,0,0.83269,1
conversion,conversion_00672,P3,suburban,email,ios,value,35.0,43.0,6940.8,8902.2,1.0,16.0,153.31,0.1598,54.27,2.0,,,,,,,,0.0472,0.41692,0,0.30797,1
conversion,conversion_00157,P1,metro,search,desktop,new,32.0,10.0,6342.16,6434.92,16.0,58.0,164.7,0.2095,31.89,0.0,,,,,,,,0.4024,1.0,0,0.98098,1
conversion,conversion_00183,P1,metro,search,tablet,new,38.0,21.0,,6155.91,1.0,9.0,95.0,0.1745,41.37,2.0,,,,,,,,0.2837,0.384,0,0.40048,0
conversion,conversion_00661,P3,suburban,email,desktop,value,30.0,56.0,3280.94,3779.97,2.0,24.0,56.52,0.1463,95.34,0.0,,,,,,,,0.3139,0.6645,0,0.34542,0
conversion,conversion_00029,P1,metro,search,tablet,standard,24.0,9.0,5857.19,5991.02,8.0,24.0,121.43,0.1711,42.41,0.0,,,,,,,,0.3262,0.71921,0,0.74664,1
conversion,conversion_00223,P3,metro,direct,tablet,new,29.0,15.0,3605.86,2761.65,11.0,31.0,62.6,0.2563,82.71,1.0,,,,,,,,0.405,0.79137,0,0.98832,0
conversion,conversion_00286,P1,metro,affiliate,ios,value,34.0,13.0,4873.56,,7.0,37.0,72.99,0.3827,68.1,1.0,,,,,,,,0.212,0.97489,0,0.79289,1
conversion,conversion_00606,P1,metro,affiliate,ios,new,48.0,1.0,4052.25,4396.49,4.0,37.0,51.46,0.121,50.53,0.0,,,,,,,,0.059,0.76265,0,0.5395,1
conversion,conversion_00747,P3,island,affiliate,tablet,value,22.0,9.0,4331.1,2654.68,15.0,44.0,318.18,0.0552,30.97,1.0,,,,,,,,0.0674,0.77611,0,1.0,1
conversion,conversion_00251,P3,regional,email,desktop,premium,36.0,6.0,4963.66,7341.49,16.0,26.0,92.66,0.2488,49.72,0.0,,,,,,,,0.0386,1.0,0,0.83733,1
conversion,conversion_00364,P2,island,affiliate,tablet,value,19.0,4.0,5172.01,6581.61,2.0,23.0,16.3,0.127,41.78,2.0,,,,,,,,0.2413,0.13832,0,0.31131,1
conversion,conversion_00179,P3,metro,search,desktop,premium,29.0,28.0,6757.66,6712.96,6.0,50.0,61.85,0.0055,60.27,1.0,,,,,,,,0.174,0.86075,0,0.71414,1
conversion,conversion_00141,P1,regional,social,tablet,premium,26.0,11.0,3942.61,3823.87,2.0,43.0,140.88,0.0922,56.58,1.0,,,,,,,,0.2764,0.43282,0,0.55838,0
conversion,conversion_00783,P3,metro,social,tablet,standard,27.0,24.0,3806.46,6316.69,3.0,10.0,143.92,0.2514,98.26,1.0,,,,,,,,0.4982,0.67256,0,0.57528,0
conversion,conversion_00196,P2,regional,social,ios,new,30.0,0.0,5125.11,5377.36,1.0,18.0,223.82,0.5449,55.0,0.0,,,,,,,,0.2849,0.58121,0,0.53186,1
conversion,conversion_00153,P3,island,affiliate,android,new,56.0,44.0,4823.8,8050.68,13.0,35.0,126.61,0.2236,18.47,1.0,,,,,,,,0.2366,0.78557,0,0.91424,1
conversion,conversion_00382,P3,island,direct,android,standard,50.0,0.0,5104.15,5409.4,15.0,47.0,176.33,0.2032,44.16,0.0,,,,,,,,0.2947,0.92307,0,1.0,1
conversion,conversion_00052,P1,suburban,search,tablet,value,40.0,22.0,7481.8,6382.11,10.0,34.0,46.58,0.0831,95.61,0.0,,,,,,,,0.3798,0.58984,0,0.82143,0
conversion,conversion_00750,P2,metro,social,ios,value,46.0,11.0,4084.29,6076.92,7.0,26.0,95.04,0.1403,32.22,1.0,,,,,,,,0.4647,0.54877,0,0.6319,1
conversion,conversion_00662,P2,metro,email,ios,standard,41.0,0.0,1200.0,,6.0,45.0,174.07,0.3196,8.35,0.0,,,,,,,,0.1848,0.62358,0,0.95281,1
conversion,conversion_00887,P2,metro,social,ios,new,55.0,15.0,5633.37,8987.49,3.0,47.0,61.81,0.1353,44.57,1.0,,,,,,,,0.329,0.45622,0,0.64176,1
conversion,conversion_00113,P3,suburban,search,desktop,value,31.0,35.0,2989.8,3709.23,14.0,48.0,102.83,0.3504,54.81,1.0,,,,,,,,0.2428,1.0,0,0.71876,1
conversion,conversion_00655,P2,regional,affiliate,ios,standard,54.0,39.0,3969.6,6238.01,2.0,6.0,170.77,0.396,89.63,0.0,,,,,,,,0.4841,0.67675,0,0.72843,0
conversion,conversion_00221,P3,metro,search,ios,premium,28.0,15.0,3690.17,5745.32,10.0,13.0,37.57,0.5551,56.91,0.0,,,,,,,,0.0528,0.79088,0,0.81339,1
conversion,conversion_00605,P2,island,affiliate,ios,premium,57.0,,4721.73,6517.31,14.0,17.0,30.02,0.1723,51.34,1.0,,,,,,,,0.2153,0.8967,0,0.74581,1
conversion,conversion_00568,P3,metro,email,android,new,,10.0,4586.99,5514.63,7.0,38.0,184.63,0.3221,55.07,1.0,,,,,,,,0.0779,0.78715,1,0.59769,1
conversion,conversion_00072,P2,suburban,email,desktop,standard,48.0,6.0,3065.9,3998.56,15.0,18.0,86.79,0.4105,76.92,1.0,,,,,,,,0.1642,0.95091,0,0.926,1
conversion,conversion_00843,P3,suburban,email,tablet,premium,37.0,84.0,5527.69,5823.88,16.0,56.0,242.79,0.42,44.79,0.0,,,,,,,,0.1408,0.80088,0,0.8725,1
conversion,conversion_00667,P1,island,search,desktop,value,41.0,45.0,6575.73,8109.05,9.0,51.0,27.22,0.0076,59.19,1.0,,,,,,,,0.2421,0.47408,0,0.33281,0
conversion,conversion_00250,P1,suburban,email,android,value,28.0,32.0,4889.14,4559.22,9.0,10.0,134.32,0.2333,35.62,0.0,,,,,,,,0.2041,0.79939,1,0.73343,1
conversion,conversion_00629,P3,regional,direct,tablet,value,46.0,28.0,7228.99,3199.53,8.0,43.0,109.91,0.0118,44.93,2.0,,,,,,,,0.186,0.53742,0,0.84529,1
conversion,conversion_00510,P1,suburban,email,desktop,standard,21.0,9.0,1200.0,742.3,7.0,38.0,184.9,0.3625,56.33,3.0,,,,,,,,0.4972,0.49422,0,0.60371,1
conversion,conversion_00347,P2,island,search,android,premium,38.0,30.0,4702.58,7507.55,2.0,31.0,184.52,0.0498,25.49,1.0,,,,,,,,0.5427,0.43286,0,0.54794,1
conversion,conversion_00552,P2,metro,email,android,premium,57.0,2.0,,3085.42,3.0,42.0,49.35,0.1405,58.23,0.0,,,,,,,,0.0912,0.81566,0,0.5461,1
conversion,conversion_00010,P3,metro,social,ios,new,22.0,13.0,5213.09,5464.59,4.0,45.0,71.04,0.0937,22.19,1.0,,,,,,,,0.3037,0.48621,0,0.36223,1
conversion,conversion_00709,P2,suburban,search,android,standard,22.0,25.0,2415.49,4103.3,3.0,14.0,108.83,0.1925,33.7,0.0,,,,,,,,0.1436,0.23628,0,0.63824,1
conversion,conversion_00810,P3,metro,social,tablet,standard,40.0,3.0,6570.99,10520.81,5.0,6.0,61.23,0.0703,51.4,1.0,,,,,,,,0.1013,0.37541,0,0.50603,1
conversion,conversion_00027,P3,island,search,desktop,value,51.0,43.0,2683.79,2611.58,2.0,17.0,37.31,0.4661,27.14,2.0,,,,,,,,0.3161,0.59334,0,0.60746,1
conversion,conversion_00206,P2,island,social,android,standard,,84.0,5061.61,5147.74,12.0,29.0,99.96,0.1252,88.44,0.0,,,,,,,,0.275,0.52732,0,1.0,0
conversion,conversion_00100,P1,metro,social,android,premium,,35.0,4964.5,3760.04,14.0,26.0,176.85,0.1049,77.48,2.0,,,,,,,,0.326,0.71241,1,0.88176,1
conversion,conversion_00025,P2,suburban,email,ios,premium,46.0,14.0,4406.47,2103.74,5.0,17.0,45.86,0.4008,61.68,3.0,,,,,,,,0.3352,0.3705,0,0.78933,1
conversion,conversion_00767,P1,regional,email,tablet,new,22.0,21.0,5467.85,8280.09,12.0,18.0,116.63,0.2399,40.12,1.0,,,,,,,,0.3124,0.93251,0,0.84325,1
conversion,conversion_00303,P2,metro,email,desktop,new,24.0,,3724.32,5851.63,8.0,47.0,169.05,0.277,26.29,0.0,,,,,,,,0.4813,0.81206,0,0.57617,1
conversion,conversion_00475,P1,metro,affiliate,ios,new,45.0,14.0,3326.32,4264.28,5.0,34.0,145.07,0.2638,31.69,2.0,,,,,,,,0.321,0.77138,0,0.67176,1
conversion,conversion_00821,P1,suburban,social,desktop,standard,47.0,4.0,,3016.14,6.0,29.0,104.81,0.1068,41.24,0.0,,,,,,,,0.0836,0.72582,0,0.74671,1
conversion,conversion_00683,P3,metro,search,tablet,new,30.0,2.0,5003.49,6608.81,14.0,37.0,212.51,0.2267,105.55,2.0,,,,,,,,0.5154,0.82446,0,0.63583,1
conversion,conversion_00729,P2,island,social,tablet,premium,41.0,6.0,1200.0,1689.19,2.0,25.0,46.38,0.1002,27.02,0.0,,,,,,,,0.5713,0.30013,0,0.20364,0
conversion,conversion_00222,P2,island,affiliate,desktop,standard,58.0,0.0,3994.42,4734.59,15.0,37.0,125.43,0.2546,47.81,3.0,,,,,,,,0.3235,0.5524,0,0.57505,1
conversion,conversion_00107,P1,suburban,direct,ios,value,35.0,22.0,7031.86,3143.36,8.0,39.0,184.47,0.1547,98.77,0.0,,,,,,,,0.5423,0.81712,0,0.84626,1
conversion,conversion_00065,P3,regional,social,ios,premium,18.0,83.0,4815.01,5346.01,6.0,15.0,52.5,0.1216,54.09,0.0,,,,,,,,0.5873,0.44826,0,0.47031,1
conversion,conversion_00023,P2,regional,direct,desktop,premium,26.0,58.0,5180.92,4918.31,10.0,26.0,901.5,0.2162,144.59,0.0,,,,,,,,0.295,1.0,0,0.69191,1
conversion,conversion_00371,P3,regional,social,android,standard,38.0,3.0,4317.84,5539.88,5.0,27.0,180.69,0.0952,73.5,0.0,,,,,,,,0.5519,0.91858,1,0.9271,1
conversion,conversion_00129,P1,regional,social,ios,standard,45.0,0.0,4445.06,7338.67,4.0,10.0,147.5,0.3127,120.67,2.0,,,,,,,,0.0425,0.39823,0,0.49132,1
conversion,conversion_00632,P1,metro,direct,android,value,26.0,8.0,4417.76,6165.21,1.0,17.0,113.3,0.3948,101.69,2.0,,,,,,,,0.2287,0.66835,0,0.59897,0
conversion,conversion_00161,P1,metro,affiliate,android,premium,23.0,38.0,4797.35,4940.75,3.0,8.0,20.0,0.4043,18.25,1.0,,,,,,,,0.3455,0.58022,0,0.3383,0
conversion,conversion_00575,P1,metro,email,desktop,value,18.0,4.0,3189.57,1325.08,7.0,42.0,82.16,0.5187,50.99,0.0,,,,,,,,0.2356,0.83323,0,1.0,1
conversion,conversion_00159,P1,island,social,android,standard,38.0,9.0,3054.16,,5.0,43.0,170.43,0.1719,67.86,3.0,,,,,,,,0.6518,0.38563,0,0.40869,0
conversion,conversion_00806,P1,suburban,email,desktop,standard,48.0,,4096.09,,3.0,13.0,119.81,0.4054,51.0,2.0,,,,,,,,0.2168,0.38727,0,0.40664,1
conversion,conversion_00202,P3,suburban,email,android,standard,27.0,13.0,,2782.63,14.0,40.0,,0.2684,50.07,0.0,,,,,,,,0.4657,0.93677,1,0.92341,1
conversion,conversion_00171,P2,suburban,social,desktop,value,45.0,17.0,5514.78,2655.25,5.0,24.0,21.13,0.2562,89.66,3.0,,,,,,,,0.149,0.57046,0,0.40239,0
conversion,conversion_00401,P2,metro,email,android,standard,60.0,0.0,4195.61,,6.0,33.0,228.07,0.094,134.35,1.0,,,,,,,,0.2344,0.77895,0,0.7897,1
conversion,conversion_00598,P1,suburban,social,android,new,24.0,1.0,5811.35,,9.0,31.0,24.87,0.3107,200.76,0.0,,,,,,,,0.6082,0.65916,0,0.46763,0
conversion,conversion_00060,P2,island,affiliate,desktop,premium,18.0,4.0,2890.77,3073.21,13.0,51.0,41.47,0.1076,23.24,0.0,,,,,,,,0.2402,0.72475,0,1.0,1
conversion,conversion_00277,P3,island,email,ios,new,22.0,21.0,2673.15,4116.59,7.0,27.0,123.61,0.1241,114.41,3.0,,,,,,,,0.3883,0.63304,0,0.7305,1
conversion,conversion_00597,P2,island,direct,android,value,35.0,8.0,,6622.82,14.0,56.0,113.93,0.1031,33.41,2.0,,,,,,,,0.356,0.66695,0,0.79702,1
conversion,conversion_00831,P1,suburban,email,android,new,41.0,38.0,2117.9,2359.19,6.0,30.0,87.06,0.2657,89.61,1.0,,,,,,,,0.3021,0.75105,1,0.66838,1
conversion,conversion_00818,P2,island,social,desktop,premium,40.0,28.0,4389.38,2114.83,2.0,36.0,73.47,0.1376,79.49,3.0,,,,,,,,0.8317,0.2488,0,0.39011,0
conversion,conversion_00862,P1,island,email,desktop,value,18.0,0.0,1200.0,1043.79,0.0,23.0,,0.4075,24.57,0.0,,,,,,,,0.0926,0.75751,0,0.84556,1
conversion,conversion_00211,P2,regional,email,android,standard,32.0,68.0,5169.72,4560.71,4.0,39.0,119.39,0.4512,15.17,3.0,,,,,,,,0.6569,0.27056,1,0.057,1
conversion,conversion_00658,P1,suburban,direct,android,standard,32.0,29.0,4159.81,6305.49,0.0,35.0,205.12,0.5201,48.7,3.0,,,,,,,,0.3704,0.38561,1,0.52137,0
conversion,conversion_00152,P3,island,social,ios,value,29.0,17.0,3496.56,2291.78,15.0,26.0,104.11,0.0192,36.19,0.0,,,,,,,,0.3165,0.77418,0,0.57912,1
conversion,conversion_00346,P3,suburban,direct,android,premium,61.0,0.0,2212.39,3631.0,16.0,58.0,56.7,0.2298,95.36,1.0,,,,,,,,0.0947,0.84728,1,0.93145,1
conversion,conversion_00586,P2,metro,search,tablet,premium,55.0,18.0,5124.5,,15.0,28.0,228.45,0.2447,98.01,3.0,,,,,,,,0.6641,0.801,0,0.96196,0
conversion,conversion_00520,P1,regional,email,ios,premium,40.0,,2841.15,1467.38,4.0,4.0,159.75,0.1908,40.76,0.0,,,,,,,,0.3437,0.80213,0,0.58443,1
conversion,conversion_00766,P3,regional,affiliate,ios,new,54.0,15.0,,5617.22,9.0,47.0,249.03,0.2185,73.76,2.0,,,,,,,,0.3541,0.65068,0,0.70847,1
conversion,conversion_00399,P3,metro,direct,ios,new,,4.0,2748.78,2337.44,1.0,25.0,165.96,0.1088,36.86,3.0,,,,,,,,0.3231,0.25071,0,0.35727,1
conversion,conversion_00130,P2,island,search,android,value,31.0,9.0,4075.73,5955.53,16.0,20.0,52.32,0.1902,156.0,1.0,,,,,,,,0.285,0.80698,0,0.77645,0
conversion,conversion_00302,P1,island,affiliate,tablet,standard,50.0,60.0,2250.01,1327.41,15.0,26.0,38.69,0.173,16.4,1.0,,,,,,,,0.3464,0.56183,0,0.49957,1
conversion,conversion_00657,P3,metro,email,tablet,premium,52.0,11.0,4257.86,7207.2,12.0,46.0,35.82,0.2751,76.96,3.0,,,,,,,,0.3391,0.68819,0,0.51611,0
conversion,conversion_00653,P3,island,direct,tablet,new,28.0,32.0,,3052.93,1.0,16.0,200.36,0.2449,145.8,1.0,,,,,,,,0.2354,0.53539,0,0.55581,0
conversion,conversion_00119,P1,island,search,android,new,37.0,16.0,5024.67,2672.41,8.0,23.0,183.17,0.0103,84.14,3.0,,,,,,,,0.198,0.78451,0,0.56906,0
conversion,conversion_00635,P2,suburban,search,desktop,standard,22.0,35.0,4532.16,7292.12,16.0,41.0,60.71,0.1152,51.94,2.0,,,,,,,,0.0819,0.72402,0,0.99673,0
conversion,conversion_00256,P2,suburban,direct,ios,premium,39.0,17.0,5437.22,8722.32,11.0,37.0,279.37,0.4778,135.84,3.0,,,,,,,,0.142,0.92856,0,1.0,0
conversion,conversion_00430,P1,regional,email,tablet,new,43.0,13.0,1755.25,1216.14,14.0,59.0,134.73,0.1708,60.6,0.0,,,,,,,,0.3618,0.80727,0,0.71494,1
conversion,conversion_00087,P3,island,search,android,premium,,15.0,4540.83,6495.72,1.0,4.0,58.34,0.268,20.0,0.0,,,,,,,,0.494,0.47443,1,0.59186,1
conversion,conversion_00670,P2,island,direct,desktop,value,31.0,12.0,5845.03,9349.21,14.0,36.0,153.32,0.1723,41.31,0.0,,,,,,,,0.5567,0.91934,0,0.761,1
conversion,conversion_00588,P2,regional,social,ios,standard,40.0,49.0,5796.05,2681.27,14.0,49.0,81.16,0.025,27.49,3.0,,,,,,,,0.3377,0.64526,0,0.09076,0
conversion,conversion_00785,P3,island,direct,desktop,new,33.0,6.0,3386.43,4828.16,5.0,34.0,22.22,0.0903,38.1,2.0,,,,,,,,0.2034,0.40053,0,0.53112,1
conversion,conversion_00446,P2,metro,direct,ios,value,30.0,84.0,3160.37,3878.48,5.0,22.0,77.7,0.4487,59.92,1.0,,,,,,,,0.3238,0.85225,0,0.90519,1
conversion,conversion_00704,P2,metro,direct,android,premium,,18.0,7096.61,8421.41,6.0,34.0,116.0,0.3073,40.4,1.0,,,,,,,,0.1733,0.83952,1,0.81789,1
conversion,conversion_00329,P1,metro,direct,tablet,premium,37.0,58.0,4098.14,4325.92,3.0,32.0,31.02,0.2249,33.64,0.0,,,,,,,,0.1766,0.61151,0,0.78374,0
conversion,conversion_00760,P3,regional,social,android,new,46.0,22.0,2972.57,1645.04,16.0,59.0,33.96,0.5298,88.03,0.0,,,,,,,,0.1983,0.69737,1,0.83219,1
conversion,conversion_00162,P3,regional,social,ios,value,58.0,29.0,3157.21,5278.9,8.0,52.0,24.62,0.2209,65.48,2.0,,,,,,,,0.2295,0.46435,0,0.43055,1
conversion,conversion_00041,P1,regional,social,tablet,premium,45.0,23.0,2788.98,3648.63,7.0,10.0,246.32,0.1482,31.5,1.0,,,,,,,,0.0967,0.68361,0,0.42266,0
conversion,conversion_00234,P1,regional,search,desktop,premium,,0.0,1224.62,1175.25,14.0,54.0,139.39,0.1027,58.39,0.0,,,,,,,,0.1597,0.75358,0,1.0,1
conversion,conversion_00067,P1,metro,direct,desktop,standard,44.0,84.0,,3723.61,8.0,54.0,39.06,0.0964,45.01,3.0,,,,,,,,0.3695,0.57231,0,0.90375,1
conversion,conversion_00259,P1,regional,email,ios,premium,19.0,,2083.98,2271.88,9.0,32.0,53.79,0.5506,33.69,0.0,,,,,,,,0.2909,0.83764,0,0.45143,0
conversion,conversion_00190,P3,island,search,desktop,value,46.0,18.0,3956.51,2600.64,3.0,21.0,51.2,0.1757,35.87,0.0,,,,,,,,0.19,0.45873,0,0.5175,0
conversion,conversion_00805,P2,suburban,affiliate,tablet,value,24.0,10.0,5938.09,5903.38,11.0,51.0,141.64,0.2283,131.43,2.0,,,,,,,,0.3185,0.66759,0,0.8462,0
conversion,conversion_00199,P1,suburban,affiliate,tablet,value,47.0,14.0,4842.61,4750.51,6.0,35.0,27.87,0.1037,25.73,3.0,,,,,,,,0.174,0.68126,0,0.02743,0
conversion,conversion_00169,P3,regional,direct,android,standard,36.0,18.0,3922.73,2554.08,3.0,40.0,30.31,0.3539,169.7,0.0,,,,,,,,0.2155,0.67095,1,0.8128,1
conversion,conversion_00089,P1,suburban,direct,android,new,32.0,4.0,,6405.34,9.0,50.0,77.59,0.1097,21.28,1.0,,,,,,,,0.1144,0.65655,0,0.64926,1
conversion,conversion_00121,P2,metro,search,android,new,32.0,0.0,2346.13,2556.23,5.0,50.0,200.51,0.4279,40.83,3.0,,,,,,,,0.5146,0.59795,0,0.75551,1
conversion,conversion_00237,P2,suburban,search,ios,new,29.0,11.0,6036.79,6415.51,7.0,21.0,48.86,0.0785,91.83,0.0,,,,,,,,0.3376,0.70879,0,0.55221,1
conversion,conversion_00068,P1,metro,search,tablet,new,32.0,,1200.42,834.59,15.0,41.0,350.74,0.2025,116.1,1.0,,,,,,,,0.1221,0.97747,0,0.7925,1
conversion,conversion_00721,P2,regional,direct,ios,standard,45.0,,2743.86,1661.08,1.0,38.0,237.8,0.0503,88.91,2.0,,,,,,,,0.4852,0.36189,0,0.41022,0
conversion,conversion_00601,P1,suburban,direct,tablet,new,51.0,6.0,3440.54,3903.98,15.0,21.0,117.36,0.152,125.1,2.0,,,,,,,,0.2791,0.72376,0,0.68175,1
conversion,conversion_00636,P3,island,search,ios,standard,37.0,8.0,5051.43,6367.91,7.0,36.0,261.04,0.0521,23.46,0.0,,,,,,,,0.4108,0.49036,0,0.80824,0
